name,waitTime,runningTime,rngTime
SR04,7606,2542,0
BMP180,10220,3871,0
SHA256,14214,134,6712
SR04,999573,2512,0
BMP180,998105,3820,0
SHA256,976725,16,6486
SR04,3997,2510,0
BMP180,2673,3820,0
SHA256,6382,15,3847
SR04,990781,2510,0
BMP180,996825,3814,0
SHA256,975500,15,13842
SR04,11362,2204,0
BMP180,2371,3820,0
SHA256,6076,14,3846
SR04,993729,2510,0
BMP180,999774,3814,0
SHA256,978448,15,13842
SR04,11363,2204,0
BMP180,2371,3820,0
SHA256,6076,14,3846
SR04,993729,2511,0
BMP180,999773,3814,0
SHA256,978448,15,13842
SR04,11362,2441,0
BMP180,2607,3820,0
SHA256,6312,15,3847
SR04,993493,2511,0
BMP180,999537,3814,0
SHA256,978212,15,13842
SR04,11362,2417,0
BMP180,2584,3820,0
SHA256,6289,14,3846
SR04,993516,2511,0
BMP180,999561,3814,0
SHA256,978235,15,13842
SR04,11362,2254,0
BMP180,2421,3820,0
SHA256,6125,15,3846
SR04,993679,2509,0
BMP180,999724,3814,0
SHA256,978398,15,13842
SR04,11363,2204,0
BMP180,2371,3820,0
SHA256,6075,15,3846
SR04,993730,2511,0
BMP180,999774,3814,0
SHA256,978448,15,13842
SR04,11362,2255,0
BMP180,2421,3820,0
SHA256,6126,15,3847
SR04,993679,2510,0
BMP180,999723,3814,0
SHA256,978398,15,13842
SR04,11362,2440,0
BMP180,2607,3820,0
SHA256,6312,14,3846
SR04,993493,2510,0
BMP180,999537,3814,0
SHA256,978212,15,13842
SR04,11362,2515,0
BMP180,2682,3820,0
SHA256,6387,14,3846
SR04,993418,2510,0
BMP180,999463,3814,0
SHA256,978137,15,13842
SR04,11362,2511,0
BMP180,2677,3820,0
SHA256,6382,15,3847
SR04,993423,2510,0
BMP180,999467,3814,0
SHA256,978142,15,13842
SR04,11363,2510,0
BMP180,2677,3820,0
SHA256,6382,14,3846
SR04,993423,2511,0
BMP180,999468,3814,0
SHA256,978142,15,13842
SR04,11362,2204,0
BMP180,2371,3820,0
SHA256,6076,14,3846
SR04,993729,2510,0
BMP180,999774,3814,0
SHA256,978448,15,13842
SR04,11362,2441,0
BMP180,2608,3820,0
SHA256,6313,14,3846
SR04,993492,2510,0
BMP180,999537,3814,0
SHA256,978211,15,13842
SR04,11363,2441,0
BMP180,2608,3820,0
SHA256,6312,15,3846
SR04,993492,2510,0
BMP180,999537,3814,0
SHA256,978211,15,13842
SR04,11363,2204,0
BMP180,2371,3820,0
SHA256,6075,15,3846
SR04,993729,2511,0
BMP180,999774,3814,0
SHA256,978448,15,13842
SR04,11362,2534,0
BMP180,2701,3820,0
SHA256,6406,14,3846
SR04,993399,2510,0
BMP180,999444,3814,0
SHA256,978118,15,13842
SR04,11363,2253,0
BMP180,2420,3820,0
SHA256,6124,15,3846
SR04,993681,2510,0
BMP180,999725,3814,0
SHA256,978399,15,13842
SR04,11363,2254,0
BMP180,2421,3820,0
SHA256,6125,15,3846
SR04,993680,2510,0
BMP180,999724,3814,0
SHA256,978398,15,13842
SR04,11362,2205,0
BMP180,2372,3820,0
SHA256,6076,15,3846
SR04,993729,2510,0
BMP180,999773,3814,0
SHA256,978447,15,13842
SR04,11362,2205,0
BMP180,2372,3820,0
SHA256,6076,15,3846
SR04,993728,2510,0
BMP180,999773,3814,0
SHA256,978447,15,13842
SR04,11363,2253,0
BMP180,2420,3820,0
SHA256,6125,14,3846
SR04,993680,2510,0
BMP180,999724,3814,0
SHA256,978399,15,13842
SR04,11362,2254,0
BMP180,2421,3819,0
SHA256,6125,15,3846
SR04,993680,2510,0
BMP180,999724,3814,0
SHA256,978398,15,13842
SR04,11363,2466,0
BMP180,2633,3819,0
SHA256,6337,15,3846
SR04,993468,2510,0
BMP180,999512,3814,0
SHA256,978186,15,13842
SR04,11363,2205,0
BMP180,2372,3820,0
SHA256,6076,15,3846
SR04,993729,2510,0
BMP180,999773,3814,0
SHA256,978447,15,13842
SR04,11362,2441,0
BMP180,2608,3820,0
SHA256,6312,15,3846
SR04,993493,2510,0
BMP180,999537,3814,0
SHA256,978211,15,13842
SR04,11363,2205,0
BMP180,2372,3820,0
SHA256,6076,15,3846
SR04,993728,2511,0
BMP180,999773,3814,0
SHA256,978447,15,13842
SR04,11362,2205,0
BMP180,2371,3820,0
SHA256,6076,15,3847
SR04,993729,2510,0
BMP180,999773,3814,0
SHA256,978448,15,13842
SR04,11362,2205,0
BMP180,2372,3820,0
SHA256,6076,15,3846
SR04,993728,2511,0
BMP180,999773,3814,0
SHA256,978447,15,13842
SR04,11362,2535,0
BMP180,2702,3820,0
SHA256,6406,15,3846
SR04,993399,2510,0
BMP180,999443,3814,0
SHA256,978117,15,13842
SR04,11362,2204,0
BMP180,2371,3820,0
SHA256,6075,15,3846
SR04,993729,2510,0
BMP180,999774,3814,0
SHA256,978448,15,13842
SR04,11363,2204,0
BMP180,2371,3820,0
SHA256,6075,15,3846
SR04,993729,2509,0
BMP180,999774,3814,0
SHA256,978448,15,13842
SR04,11363,2534,0
BMP180,2701,3820,0
SHA256,6406,14,3846
SR04,993399,2441,0
BMP180,999444,3814,0
SHA256,978118,15,13842
SR04,11431,2511,0
BMP180,2678,3820,0
SHA256,6382,15,3846
SR04,993422,2441,0
BMP180,999467,3814,0
SHA256,978141,15,13842
SR04,11431,2254,0
BMP180,2420,3820,0
SHA256,6125,15,3847
SR04,993680,2510,0
BMP180,999724,3814,0
SHA256,978398,15,13842
SR04,11363,2417,0
BMP180,2584,3820,0
SHA256,6289,14,3846
SR04,993516,2510,0
BMP180,999561,3814,0
SHA256,978235,15,13842
SR04,11363,2417,0
BMP180,2583,3820,0
SHA256,6288,15,3847
SR04,993517,2510,0
BMP180,999561,3814,0
SHA256,978236,15,13842
SR04,11363,2253,0
BMP180,2420,3820,0
SHA256,6125,14,3846
SR04,993680,2510,0
BMP180,999725,3814,0
SHA256,978399,15,13842
SR04,11363,2205,0
BMP180,2371,3820,0
SHA256,6076,15,3847
SR04,993729,2510,0
BMP180,999773,3814,0
SHA256,978448,15,13842
SR04,11362,2510,0
BMP180,2677,3820,0
SHA256,6382,14,3846
SR04,993423,2510,0
BMP180,999468,3814,0
SHA256,978142,15,13842
SR04,11363,2253,0
BMP180,2420,3820,0
SHA256,6125,14,3846
SR04,993680,2510,0
BMP180,999725,3814,0
SHA256,978399,15,13842
SR04,11362,2204,0
BMP180,2370,3820,0
SHA256,6075,15,3847
SR04,993730,2510,0
BMP180,999774,3814,0
SHA256,978448,15,13842
SR04,11363,2253,0
BMP180,2420,3820,0
SHA256,6124,15,3846
SR04,993680,2510,0
BMP180,999725,3814,0
SHA256,978399,15,13842
SR04,11362,2510,0
BMP180,2676,3820,0
SHA256,6381,15,3847
SR04,993424,2510,0
BMP180,999468,3814,0
SHA256,978143,15,13842
SR04,11363,2510,0
BMP180,2677,3819,0
SHA256,6381,15,3846